"IndividualId","Time [min]","Organism|PeripheralVenousBlood|DrugX|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Liver|Periportal|Intracellular|DrugX-CYP3A4-Optimized Metabolite|Fraction of dose-DrugX","Organism|DrugX-CYP3A4-Optimized Metabolite|Total fraction of dose-DrugX"
3,210,0.037869778,0.4225074,0.81354666
3,225,0.034307886,0.43267033,0.8245772
3,240,0.031162104,0.44186437,0.83441204
3,255,0.02836985,0.45021278,0.8432552
3,270,0.025880631,0.45781592,0.8512561
3,285,0.023653418,0.46475747,0.858529
3,300,0.021654522,0.47110856,0.8651641
3,315,0.019855974,0.47693047,0.87123513
3,330,0.018234275,0.4822766,0.8768036
3,345,0.016769452,0.48719382,0.88192177
3,360,0.015444354,0.4917237,0.886635
3,375,0.014244117,0.49590302,0.89098305
3,390,0.013155754,0.49976483,0.89500076
3,405,0.012167839,0.5033386,0.89871925
3,420,0.011270273,0.5066507,0.9021663
3,435,0.010454078,0.50972503,0.9053668
3,450,0.009711255,0.51258296,0.90834296
3,465,0.009034652,0.51524377,0.9111149
3,480,0.008417861,0.5177249,0.9137007
3,495,0.007855129,0.5200421,0.91611665
3,510,0.007341288,0.5222096,0.91837764
3,525,0.006871687,0.5242402,0.9204968
3,540,0.006442138,0.5261456,0.9224863
3,555,0.006048867,0.5279363,0.924357
3,570,0.0056884713,0.5296218,0.92611885
3,585,0.0053578815,0.53121084,0.92778075
3,600,0.0050543263,0.5327112,0.92935085
3,615,0.0047753043,0.5341301,0.9308365
3,630,0.0045185573,0.5354739,0.93224436
3,645,0.004282049,0.5367484,0.9335806
3,660,0.004063932,0.53795916,0.93485063
3,675,0.0038625405,0.53911084,0.93605953
3,690,0.0036763612,0.540208,0.9372119
3,705,0.003504033,0.5412545,0.9383118
3,720,0.0033443205,0.5422542,0.9393631
3,735,0.00319611,0.5432103,0.9403693
3,750,0.0030583923,0.5441259,0.9413335
3,765,0.002930252,0.54500383,0.94225854
3,780,0.0028108603,0.5458465,0.94314706
3,795,0.0026994655,0.54665637,0.94400156
3,810,0.0025953844,0.5474355,0.9448241
3,825,0.002498001,0.5481859,0.9456168
3,840,0.0024067538,0.5489093,0.94638145
3,855,0.0023211343,0.54960734,0.94711983
3,870,0.0022406827,0.5502816,0.94783336
3,885,0.0021649783,0.55093336,0.9485236
3,900,0.0020936357,0.551564,0.9491918
3,915,0.0020263165,0.55217457,0.9498392
3,930,0.0019627057,0.5527663,0.9504669
3,945,0.0019024907,0.5533401,0.9510759
3,960,0.0018454273,0.5538969,0.95166725
3,975,0.0017913027,0.5544376,0.9522417
3,990,0.0017398872,0.55496293,0.9528002
3,1005,0.0016909892,0.5554736,0.95334345
3,1020,0.001644427,0.5559705,0.9538722
3,1035,0.0015999931,0.556454,0.95438707
3,1050,0.0015575144,0.5569249,0.95488864
3,1065,0.0015169074,0.5573836,0.9553775
3,1080,0.0014780557,0.55783063,0.9558542
3,1095,0.0014408727,0.5582665,0.95631915
3,1110,0.0014051738,0.55869174,0.9567729
3,1125,0.0013708591,0.55910665,0.95721585
3,1140,0.0013379173,0.55951166,0.95764846
3,1155,0.0013062637,0.55990714,0.95807105
3,1170,0.0012757166,0.56029344,0.958484
3,1185,0.0012462799,0.5606709,0.95888764
3,1200,0.0012179354,0.56103987,0.95928234
3,1215,0.0011905461,0.56140053,0.95966834
3,1230,0.0011640457,0.5617532,0.96004593
3,1245,0.0011384912,0.56209826,0.9604154
3,1260,0.0011137069,0.5624358,0.960777
3,1275,0.001089731,0.5627661,0.961131
3,1290,0.0010664935,0.5630894,0.9614776
3,1305,0.0010439946,0.5634059,0.96181697
3,1320,0.0010221336,0.56371576,0.96214944
3,1335,0.0010009318,0.56401926,0.96247506
3,1350,0.0009803415,0.5643166,0.9627942
3,1365,0.0009603338,0.5646078,0.9631069
3,1380,0.00094088604,0.5648932,0.96341336
3,1395,0.00092197105,0.56517285,0.96371377
3,1410,0.00090356683,0.5654469,0.9640083
3,1425,0.00088565325,0.56571555,0.96429706
3,1440,0.0008682093,0.56597894,0.96458024
4,0,0,0,0
4,3,0.0014143642,0.00026243328,0.0036001
4,6,0.008914054,0.0022015728,0.015260324
4,9,0.019413088,0.0064651957,0.032982804
4,12,0.030464076,0.013007986,0.05517041
4,15,0.040975597,0.021539744,0.080656886
4,18,0.0505159,0.031703584,0.108558774
4,21,0.058955405,0.043152086,0.13818845
4,24,0.066291064,0.055573113,0.16899982
4,27,0.07256932,0.06869586,0.20055237
4,30,0.07785559,0.08228923,0.23248644
4,33,0.082221664,0.096158005,0.2645059
4,36,0.08574051,0.110138506,0.29636532
4,39,0.088484004,0.12409453,0.32786065
4,42,0.09052197,0.13791369,0.3588219
4,45,0.09192155,0.15150417,0.38910758
4,48,0.09274697,0.16479205,0.41860044
4,51,0.0930593,0.17771876,0.4472039
4,54,0.09291638,0.19023907,0.47483945
4,57,0.0923727,0.2023192,0.5014444
4,60,0.09147938,0.21393526,0.5269702
4,63,0.090284154,0.22507174,0.551381
4,66,0.08883135,0.23572052,0.5746524
4,69,0.08716195,0.24587943,0.5967705
4,72,0.08531362,0.25555152,0.6177311
4,75,0.08332076,0.2647441,0.6375386
4,78,0.08121464,0.27346793,0.6562054
4,81,0.079023436,0.28173664,0.67375124
4,84,0.076772355,0.28956622,0.6902022
4,87,0.07448381,0.29697415,0.70559
4,90,0.0721775,0.30397928,0.7199514
4,93,0.069870606,0.31060115,0.73332703
4,96,0.067577936,0.31685975,0.74576104
4,99,0.06531208,0.32277527,0.7573002
4,102,0.06308359,0.3283678,0.76799315
4,105,0.06090112,0.33365694,0.77789
4,108,0.058771636,0.33866194,0.78704137
4,111,0.05670056,0.34340125,0.79549795
4,114,0.05469193,0.3478926,0.80331
4,117,0.052748565,0.35215282,0.81052655
4,120,0.050872244,0.35619777,0.8171953
4,135,0.0425022,0.37368265,0.8438357
4,150,0.03570005,0.38762552,0.8625389
4,165,0.030203756,0.39903387,0.87640107
4,180,0.025743842,0.40856102,0.8872303
4,195,0.022095278,0.41663885,0.8960419
4,210,0.019082868,0.4235655,0.9034189
4,225,0.016573241,0.42955595,0.9097132
4,240,0.014465308,0.43477184,0.915153
4,255,0.012682047,0.43933877,0.919897
4,270,0.01116419,0.4433568,0.9240622
4,285,0.009865561,0.4469073,0.927739
4,300,0.008749687,0.45005733,0.93099993
4,315,0.0077873766,0.45286283,0.93390405
4,330,0.0069549573,0.45537087,0.9365008
4,345,0.00623301,0.45762137,0.9388316
4,360,0.0056054406,0.45964822,0.9409317
